,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
215,1,GPU-MPI,0.092536,640,8,0.05276662596178785
216,1,GPU-MPI,0.092528,640,8,0.05277118818087498
217,1,GPU-MPI,0.092537,640,8,0.052766055739866216
218,1,GPU-MPI,0.092543,640,8,0.05276263466712772
219,1,GPU-MPI,0.092546,640,8,0.0527609242971063
220,1,GPU-MPI,0.092551,640,8,0.052758073926807925
221,1,GPU-MPI,0.092536,640,8,0.05276662596178785
222,1,GPU-MPI,0.092538,640,8,0.05276548553026865
223,1,GPU-MPI,0.092523,640,8,0.05277403996844028
224,1,GPU-MPI,0.092539,640,8,0.05276491533299474
225,1,GPU-MPI,0.092532,640,8,0.05276890697272295
226,1,GPU-MPI,0.09253,640,8,0.05277004755214525
227,1,GPU-MPI,0.092538,640,8,0.05276548553026865
228,1,GPU-MPI,0.092539,640,8,0.05276491533299474
229,1,GPU-MPI,0.092524,640,8,0.05277346958626951
230,1,GPU-MPI,0.092535,640,8,0.05276719619603393
231,1,GPU-MPI,0.09254,640,8,0.05276434514804409
232,1,GPU-MPI,0.092536,640,8,0.05276662596178785
233,1,GPU-MPI,0.092532,640,8,0.05276890697272295
234,1,GPU-MPI,0.092528,640,8,0.05277118818087498
235,1,GPU-MPI,0.092538,640,8,0.05276548553026865
236,1,GPU-MPI,0.09254,640,8,0.05276434514804409
237,1,GPU-MPI,0.092534,640,8,0.05276776644260488
238,1,GPU-MPI,0.092536,640,8,0.05276662596178785
239,1,GPU-MPI,0.092531,640,8,0.05276947725627087
240,1,GPU-MPI,0.092541,640,8,0.0527637749754163
241,1,GPU-MPI,0.092548,640,8,0.05275978411202835
242,1,GPU-MPI,0.092564,640,8,0.05275066440516832
243,1,GPU-MPI,0.09253,640,8,0.05277004755214525
244,1,GPU-MPI,0.092539,640,8,0.05276491533299474
245,1,GPU-MPI,0.092536,640,8,0.05276662596178785
246,1,GPU-MPI,0.092536,640,8,0.05276662596178785
247,1,GPU-MPI,0.092538,640,8,0.05276548553026865
248,1,GPU-MPI,0.092528,640,8,0.05277118818087498
249,1,GPU-MPI,0.092531,640,8,0.05276947725627087
250,1,GPU-MPI,0.092533,640,8,0.052768336701501085
251,1,GPU-MPI,0.092525,640,8,0.05277289921642799
252,1,GPU-MPI,0.092525,640,8,0.05277289921642799
253,1,GPU-MPI,0.092527,640,8,0.05277175851373113
254,1,GPU-MPI,0.092525,640,8,0.05277289921642799
255,1,GPU-MPI,0.092531,640,8,0.05276947725627087
256,1,GPU-MPI,0.092532,640,8,0.05276890697272295
257,1,GPU-MPI,0.092531,640,8,0.05276947725627087
258,1,GPU-MPI,0.092534,640,8,0.05276776644260488
259,1,GPU-MPI,0.092548,640,8,0.05275978411202835
260,1,GPU-MPI,0.092545,640,8,0.052761494408125775
261,1,GPU-MPI,0.092572,640,8,0.05274610573391522
262,1,GPU-MPI,0.09255,640,8,0.05275864397622907
263,1,GPU-MPI,0.092544,640,8,0.05276206453146611
264,1,GPU-MPI,0.092542,640,8,0.05276320481511098
265,1,GPU-MPI,0.09254,640,8,0.05276434514804409
266,1,GPU-MPI,0.092536,640,8,0.05276662596178785
267,1,GPU-MPI,0.092537,640,8,0.052766055739866216
268,1,GPU-MPI,0.092563,640,8,0.05275123429448051
269,1,GPU-MPI,0.092542,640,8,0.05276320481511098
270,1,GPU-MPI,0.092538,640,8,0.05276548553026865
271,1,GPU-MPI,0.092539,640,8,0.05276491533299474
272,1,GPU-MPI,0.092535,640,8,0.05276719619603393
273,1,GPU-MPI,0.092545,640,8,0.052761494408125775
274,1,GPU-MPI,0.092535,640,8,0.05276719619603393
275,1,GPU-MPI,0.092528,640,8,0.05277118818087498
276,1,GPU-MPI,0.092529,640,8,0.05277061786034649
277,1,GPU-MPI,0.092532,640,8,0.05276890697272295
278,1,GPU-MPI,0.092531,640,8,0.05276947725627087
279,1,GPU-MPI,0.092531,640,8,0.05276947725627087
280,1,GPU-MPI,0.092533,640,8,0.052768336701501085
281,1,GPU-MPI,0.092534,640,8,0.05276776644260488
282,1,GPU-MPI,0.092532,640,8,0.05276890697272295
283,1,GPU-MPI,0.092532,640,8,0.05276890697272295
284,1,GPU-MPI,0.092526,640,8,0.052772328858915335
285,1,GPU-MPI,0.092522,640,8,0.05277461036294071
286,1,GPU-MPI,0.092519,640,8,0.05277632162042391
287,1,GPU-MPI,0.092518,640,8,0.052776892064246954
288,1,GPU-MPI,0.092534,640,8,0.05276776644260488
289,1,GPU-MPI,0.092517,640,8,0.052777462520401656
290,1,GPU-MPI,0.092538,640,8,0.05276548553026865
291,1,GPU-MPI,0.092522,640,8,0.05277461036294071
292,1,GPU-MPI,0.092535,640,8,0.05276719619603393
293,1,GPU-MPI,0.092526,640,8,0.052772328858915335
294,1,GPU-MPI,0.092525,640,8,0.05277289921642799
295,1,GPU-MPI,0.092534,640,8,0.05276776644260488
296,1,GPU-MPI,0.092576,640,8,0.052743826693743515
297,1,GPU-MPI,0.092567,640,8,0.05274895481110979
298,1,GPU-MPI,0.092542,640,8,0.05276320481511098
299,1,GPU-MPI,0.092532,640,8,0.05276890697272295
