,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
445,1,GPU-MPI,0.093109,640,8,0.05244189605730918
446,1,GPU-MPI,0.093101,640,8,0.05244640229428255
447,1,GPU-MPI,0.0931,640,8,0.05244696562835661
448,1,GPU-MPI,0.093094,640,8,0.05245034588695297
449,1,GPU-MPI,0.093093,640,8,0.05245090930574802
450,1,GPU-MPI,0.093091,640,8,0.052452036179652176
451,1,GPU-MPI,0.093085,640,8,0.052455417091905245
452,1,GPU-MPI,0.093127,640,8,0.05243175985482191
453,1,GPU-MPI,0.093103,640,8,0.052445275662438375
454,1,GPU-MPI,0.093095,640,8,0.0524497824802621
455,1,GPU-MPI,0.093092,640,8,0.052451472736647624
456,1,GPU-MPI,0.093105,640,8,0.05244414907899683
457,1,GPU-MPI,0.093109,640,8,0.05244189605730918
458,1,GPU-MPI,0.093108,640,8,0.05244245929458264
459,1,GPU-MPI,0.093091,640,8,0.052452036179652176
460,1,GPU-MPI,0.093098,640,8,0.052448092332810586
